Respondent_ID,Choice_Set_ID,Main_Choice,Sub_Option,Rank,Abroad Study?
96,Social Factors,B,Lower cost of living in quieter areas,1,No plan to go
96,Social Factors,B,Abundant opportunities for social interaction,2,No plan to go
96,Social Factors,B,Limited social integration and community engagement,3,No plan to go
96,Safety/Security,B,Low crime rates,1,No plan to go
96,Safety/Security,B,Efficient emergency services,2,No plan to go
96,Safety/Security,B,Active police presence,3,No plan to go
96,University Preference,B,Diverse availability of desired courses,1,No plan to go
96,University Preference,B,Moderately prestige and reputation of universities,2,No plan to go
96,University Preference,B,More opportunity after graduation,3,No plan to go
96,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),1,No plan to go
96,Language Access,A,Majority of the population speaks a language I am fluent in,2,No plan to go
96,Language Access,A,Communication is generally easy due to fluency in the local language,3,No plan to go
96,Cultural Exposure,B,Limited cultural exposure and diversity on campus,1,No plan to go
96,Cultural Exposure,B,Accessible cultural events,2,No plan to go
96,Cultural Exposure,B,Greater opportunities for cultural exchange,3,No plan to go
96,Research Opportunities,B,Abundant availability of research job opportunities after studies,1,No plan to go
96,Research Opportunities,B,High collaborations with other researchers,2,No plan to go
96,Research Opportunities,B,Limited research opportunities and resources available during studies,3,No plan to go
96,Environmental Factors,B,Lower cost of living in environmentally diverse regions,1,No plan to go
96,Environmental Factors,B,Exposure to environmental pollution and degradation,2,No plan to go
96,Environmental Factors,B,Abundant availability of outdoor recreational activities,3,No plan to go
97,Education Quality,A,Moderately priced tuition fees,1,No plan to go
97,Education Quality,A,High-quality education,2,No plan to go
97,Education Quality,A,Limited availability of scholarships,3,No plan to go
97,Career Prospects,A,Higher paygrade,1,No plan to go
97,Career Prospects,A,Strong career prospects and job opportunities post-graduation,2,No plan to go
97,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,No plan to go
97,Political Factors,B,Higher living expenses due to economic challenges,1,No plan to go
97,Political Factors,B,Political instability and unrest in the home country,2,No plan to go
97,Political Factors,B,Limited access to civil liberties and freedom of expression,3,No plan to go
97,Social Factors,A,Access to diverse social networks and communities,1,No plan to go
97,Social Factors,A,Higher cost of living in socially vibrant urban areas,2,No plan to go
97,Social Factors,A,Few opportunities for social interaction,3,No plan to go
97,Safety/Security,A,Limited police presence,1,No plan to go
97,Safety/Security,A,Inadequate emergency services,2,No plan to go
97,Safety/Security,A,High crime rates,3,No plan to go
97,University Preference,B,Diverse availability of desired courses,1,No plan to go
97,University Preference,B,Moderately prestige and reputation of universities,2,No plan to go
97,University Preference,B,More opportunity after graduation,3,No plan to go
97,Language Access,B,Some level of language barrier may exist making communication less straightforward,1,No plan to go
97,Language Access,B,Different primary language spoken requiring language adaptation,2,No plan to go
97,Language Access,B,Requirement for language proficiency tests (IELTS/PET/TOEFL),3,No plan to go
97,Cultural Exposure,B,Limited cultural exposure and diversity on campus,1,No plan to go
97,Cultural Exposure,B,Accessible cultural events,2,No plan to go
97,Cultural Exposure,B,Greater opportunities for cultural exchange,3,No plan to go
97,Research Opportunities,B,Abundant availability of research job opportunities after studies,1,No plan to go
97,Research Opportunities,B,High collaborations with other researchers,2,No plan to go
97,Research Opportunities,B,Limited research opportunities and resources available during studies,3,No plan to go
97,Environmental Factors,B,Lower cost of living in environmentally diverse regions,1,No plan to go
97,Environmental Factors,B,Exposure to environmental pollution and degradation,2,No plan to go
97,Environmental Factors,B,Abundant availability of outdoor recreational activities,3,No plan to go
98,Education Quality,A,High-quality education,1,No plan to go
98,Education Quality,A,Moderately priced tuition fees,2,No plan to go
98,Education Quality,A,Limited availability of scholarships,3,No plan to go
98,Career Prospects,A,Higher paygrade,1,No plan to go
98,Career Prospects,A,Limited availability of part-time job opportunities during studies,2,No plan to go
98,Career Prospects,A,Strong career prospects and job opportunities post-graduation,3,No plan to go
98,Political Factors,B,Political instability and unrest in the home country,1,No plan to go
98,Political Factors,B,Limited access to civil liberties and freedom of expression,2,No plan to go
98,Political Factors,B,Higher living expenses due to economic challenges,3,No plan to go
98,Social Factors,B,Lower cost of living in quieter areas,1,No plan to go
98,Social Factors,B,Abundant opportunities for social interaction,2,No plan to go
98,Social Factors,B,Limited social integration and community engagement,3,No plan to go
98,Safety/Security,A,Limited police presence,1,No plan to go
98,Safety/Security,A,Inadequate emergency services,2,No plan to go
98,Safety/Security,A,High crime rates,3,No plan to go
98,University Preference,A,Prestige and reputation of universities,1,No plan to go
98,University Preference,A,Few opportunity after graduation,2,No plan to go
98,University Preference,A,Limited availability of desired courses,3,No plan to go
98,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),1,No plan to go
98,Language Access,A,Majority of the population speaks a language I am fluent in,2,No plan to go
98,Language Access,A,Communication is generally easy due to fluency in the local language,3,No plan to go
98,Cultural Exposure,B,Limited cultural exposure and diversity on campus,1,No plan to go
98,Cultural Exposure,B,Accessible cultural events,2,No plan to go
98,Cultural Exposure,B,Greater opportunities for cultural exchange,3,No plan to go
98,Research Opportunities,B,Abundant availability of research job opportunities after studies,1,No plan to go
98,Research Opportunities,B,High collaborations with other researchers,2,No plan to go
98,Research Opportunities,B,Limited research opportunities and resources available during studies,3,No plan to go
98,Environmental Factors,B,Lower cost of living in environmentally diverse regions,1,No plan to go
98,Environmental Factors,B,Exposure to environmental pollution and degradation,2,No plan to go
98,Environmental Factors,B,Abundant availability of outdoor recreational activities,3,No plan to go
99,Education Quality,A,Limited availability of scholarships,1,I am already in Abroad
99,Education Quality,A,High-quality education,2,I am already in Abroad
99,Education Quality,A,Moderately priced tuition fees,3,I am already in Abroad
99,Career Prospects,A,Strong career prospects and job opportunities post-graduation,1,I am already in Abroad
99,Career Prospects,A,Higher paygrade,2,I am already in Abroad
99,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,I am already in Abroad
99,Political Factors,B,Political instability and unrest in the home country,1,I am already in Abroad
99,Political Factors,B,Limited access to civil liberties and freedom of expression,2,I am already in Abroad
99,Political Factors,B,Higher living expenses due to economic challenges,3,I am already in Abroad
99,Social Factors,A,Higher cost of living in socially vibrant urban areas,1,I am already in Abroad
99,Social Factors,A,Access to diverse social networks and communities,2,I am already in Abroad
99,Social Factors,A,Few opportunities for social interaction,3,I am already in Abroad
99,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,I am already in Abroad
99,Economic Factors,A,Limited availability of affordable housing options,2,I am already in Abroad
99,Economic Factors,A,Higher cost of living in urban areas,3,I am already in Abroad
99,Safety/Security,B,Low crime rates,1,I am already in Abroad
99,Safety/Security,B,Efficient emergency services,2,I am already in Abroad
99,Safety/Security,B,Active police presence,3,I am already in Abroad
99,University Preference,B,Diverse availability of desired courses,1,I am already in Abroad
99,University Preference,B,Moderately prestige and reputation of universities,2,I am already in Abroad
99,University Preference,B,More opportunity after graduation,3,I am already in Abroad
99,Language Access,B,Some level of language barrier may exist making communication less straightforward,1,I am already in Abroad
99,Language Access,B,Different primary language spoken requiring language adaptation,2,I am already in Abroad
